"species","code","longitude","latitude","source","locality.eflora","plot.lucas","elevation","Forest","Non.Forest","Alpine","coord_prec"
"Veronica albicans","CHR 365463",172.697,-41.1208,"gbif",NA,NA,659.2715454,0,1,1,4
"Veronica albicans","AK232545",172.6988774,-41.1216896,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wangapeka Ecological District, Kahurangi National Park, upper Takaka River, Asbestos mine",NA,626.8352661,0,1,1,7
"Veronica albicans","AK369282",172.701056,-41.122611,"gbif",NA,NA,602.9865112,0,1,1,6
"Veronica albicans","WELT.SP080732/A",172.5845582,-41.1231302,"eflora","Peel Range, below (SE of) Mt Mytton.",NA,1137.389038,0,1,1,7
"Veronica albicans","WELT.SP080732/B",172.5845582,-41.1231302,"eflora","Peel Range, below (SE of) Mt Mytton.",NA,1137.389038,0,1,1,7
"Veronica albicans","WELT.SP080733",172.5845582,-41.1231302,"eflora","Peel Range, below (SE of) Mt Mytton.",NA,1137.389038,0,1,1,7
"Veronica albicans",NA,172.6625,-41.1234,"gbif",NA,NA,914.6035156,0,1,1,4
"Veronica albicans","CHR365462",172.6924,-41.12349,"eflora","Asbestos Ck, Takaka V., NW Nelson",NA,767.9320068,0,1,1,5
"Veronica albicans","CHR 365462",172.692,-41.1235,"gbif",NA,NA,770.6236572,0,1,1,4
"Veronica albicans","WELT.SP081583",172.5845525,-41.12403059,"eflora","Peel Range southeast of Mt. Mytton.",NA,1120,0,1,1,8
"Veronica albicans","WELT.SP081584",172.5845525,-41.12403059,"eflora","Peel Range southeast of Mt. Mytton.",NA,1120,0,1,1,8
"Veronica albicans","CHR 117144",172.6,-41.1285,"gbif",NA,NA,949.4106445,0,1,1,4
"Veronica albicans","CHR117144",172.5999,-41.12853,"eflora","Thorn's Ck, Upper Cobb,  Nelson",NA,949.4106445,0,1,1,5
"Veronica albicans","WELT.SP080686",172.6500192,-41.12875302,"eflora","Cobb Valley, edge of carpark area at beginning of Lake Peel Track.",NA,824.357605,0,1,1,8
"Veronica albicans","CHR 366121",172.577,-41.1294,"gbif",NA,NA,1567.939697,0,1,1,4
"Veronica albicans","CHR366121",172.5774,-41.12941,"eflora","Northwest Nelson, Peel Range, Mt Mytton.",NA,1567.939697,0,1,1,5
"Veronica albicans","CHR 103017",172.589,-41.1295,"gbif",NA,NA,1234.368652,0,1,1,4
"Veronica albicans","CHR 199124",172.589,-41.1295,"gbif",NA,NA,1234.368652,0,1,1,4
"Veronica albicans","CHR142893",172.625,-41.12957,"eflora","Northwest Nelson, Cobb Reservoir, west end, small islet.",NA,819.6348877,0,1,1,5
"Veronica albicans","CHR 142893",172.625,-41.1296,"gbif",NA,NA,819.6348877,0,1,1,4
"Veronica albicans","AK282247",172.6488235,-41.12964976,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wangapeka Ecological District, Kahurangi National Park, Cobb Valley, Cobb Dam Road",NA,819.859314,0,1,1,8
"Veronica albicans","CHR28912",172.6965,-41.12979,"eflora","Abestos clearing, Takaka R, Nelson",NA,703.5788574,0,1,1,5
"Veronica albicans","CHR 28912",172.696,-41.1298,"gbif",NA,NA,716.8330078,0,1,1,4
"Veronica albicans","CHR 199123",172.595,-41.1327,"gbif",NA,NA,1314.959351,0,1,1,4
"Veronica albicans","AK125961",172.583333,-41.133333,"gbif",NA,NA,1411.835815,0,1,1,6
"Veronica albicans","AK125962",172.583333,-41.133333,"gbif",NA,NA,1411.835815,0,1,1,6
"Veronica albicans","WELT.SP079583/A",172.5833333,-41.13333333,"eflora","Peel Range, Mt Peel",NA,1411.835815,0,1,1,8
"Veronica albicans","WELT.SP079583/B",172.5833333,-41.13333333,"eflora","Peel Range, Mt Peel",NA,1411.835815,0,1,1,8
"Veronica albicans","WELT.SP079585",172.6833333,-41.13333333,"eflora","Near Mt Arthur, Asbestos Track",NA,986.3444824,0,1,1,8
"Veronica albicans","WELT.SP090710",172.8036241,-41.13452557,"eflora","N.W Nelson, Arthur Range, Hoary Head summit.",NA,1437.87793,0,1,1,8
"Veronica albicans","CHR75669",172.5892,-41.13686,"eflora","Mt Peel, Tasman Range, N.W. [North Western Botanical District]",NA,1540,0,1,1,5
"Veronica albicans","CHR 75669",172.589,-41.1369,"gbif",NA,NA,1530.407104,0,1,1,4
"Veronica albicans","CHR142640",172.5892,-41.13845,"eflora","Mt Peel, Nelson",NA,1547.22583,0,1,1,5
"Veronica albicans","CHR243488",172.5892,-41.13845,"eflora","Northwest Nelson, Tasman Range, Mt Peel, near lake.",NA,1547.22583,0,1,1,5
"Veronica albicans","CHR 243488",172.589,-41.1385,"gbif",NA,NA,1534.19812,0,1,1,4
"Veronica albicans","CHR 142640",172.589,-41.1385,"gbif",NA,NA,1534.19812,0,1,1,4
"Veronica albicans","CHR 395918",172.804,-41.139,"gbif",NA,NA,1301.524414,0,1,1,3
"Veronica albicans","CHR 395732",172.804,-41.139,"gbif",NA,NA,1301.524414,0,1,1,3
"Veronica albicans","CHR395732",172.8036,-41.13903,"eflora","Mt Hoary Head, NW Nelson",NA,1297.858398,0,1,1,5
"Veronica albicans","CHR395918",172.8036,-41.13903,"eflora","Northwest Nelson, Hoary Head.",NA,1297.858398,0,1,1,5
"Veronica albicans","WELT.SP080659/A",172.6094335,-41.14482837,"eflora","Peel Range.  Open ridge line, north east of Lake Peel.",NA,1348.403687,0,1,1,8
"Veronica albicans","WELT.SP080659/B",172.6094335,-41.14482837,"eflora","Peel Range.  Open ridge line, north east of Lake Peel.",NA,1348.403687,0,1,1,8
"Veronica albicans","WELT.SP080660",172.6094335,-41.14482837,"eflora","Peel Range.  Open ridge line, north east of Lake Peel.",NA,1348.403687,0,1,1,8
"Veronica albicans","WELT.SP080322",172.6,-41.15,"eflora","Peel Range, near Lake Peel.",NA,1514.260132,0,1,1,2
"Veronica albicans","WELT.SP081746",172.6,-41.15,"eflora","Peel Range, various locations on track between Lake Peel and Cobb Valley road end.",NA,1514.260132,0,1,1,2
"Veronica albicans","AK264437",172.5950952,-41.15198153,"eflora","[New Zealand, South Island], Nelson District, Lake Peel",NA,1355.866455,0,1,1,8
"Veronica albicans","WELT.SP083603",172.5950952,-41.15198153,"eflora","Peel Range, ridgeline N of Lake Peel",NA,1355.866455,0,1,1,8
"Veronica albicans",NA,172.6229,-41.1691,"gbif",NA,NA,1259.428101,0,1,1,4
"Veronica albicans",NA,172.6229,-41.1691,"gbif",NA,NA,1259.428101,0,1,1,4
"Veronica albicans","WELT.SP098524",172.6568976,-41.17919772,"eflora","N.W. Nelson, Mt. Arthur Tableland.",NA,1087.308472,0,1,1,8
"Veronica albicans","WELT.SP083612",172.6783045,-41.18826475,"eflora","NW Nelson, Near Hodge Creek below Gordons Pyramid",NA,1332.290161,0,1,1,8
"Veronica albicans","CHR75671",172.6842,-41.19278,"eflora","Mt Arthur, limestone cliff just above saddle from Gordon Pyramid, N.W. [North Western Botanical District]",NA,1415.054932,0,1,1,5
"Veronica albicans","CHR 75671",172.684,-41.1928,"gbif",NA,NA,1415.054932,0,1,1,4
"Veronica albicans","CHR 132881",172.744,-41.1929,"gbif",NA,NA,830.6368408,0,1,1,4
"Veronica albicans","CHR132881",172.7439,-41.19294,"eflora","Nelson, Graham Valley, near start of track to Flora Hut.",NA,830.6368408,0,1,1,5
"Veronica albicans","2788064",172.714773,-41.197528,"gbif",NA,NA,1308.994019,0,1,1,6
"Veronica albicans","WELT.SP082555",172.7104383,-41.19915663,"eflora","Mt Arthur, marble knob above Mt arthur Hut",NA,1292.152588,0,1,1,8
"Veronica albicans","WELT.SP081405/A",172.7833333,-41.2,"eflora","Graham River, south branch.",NA,335.630249,0,1,1,7
"Veronica albicans","WELT.SP081405/B",172.7833333,-41.2,"eflora","Graham River, south branch.",NA,335.630249,0,1,1,7
"Veronica albicans","WELT.SP081736/E",172.7802,-41.2018,"gbif",NA,NA,380,0,1,1,4
"Veronica albicans","CHR465697",172.708,-41.20185,"eflora","Nelson; Mt Arthur, near Mt Arthur Hut.",NA,1330.125244,0,1,1,5
"Veronica albicans","CHR 465697",172.708,-41.2019,"gbif",NA,NA,1330.125244,0,1,1,4
"Veronica albicans","WELT.SP081734",172.7807659,-41.2020164,"eflora","Arthur Range, Graham Valley Road c. 3 km. southeast of Flora Saddle carpark.",NA,396.437439,0,1,1,7
"Veronica albicans","WELT.SP081735/A",172.7807659,-41.2020164,"eflora","Arthur Range, Graham Valley Road c. 3 km. southeast of Flora Saddle carpark.",NA,396.437439,0,1,1,7
"Veronica albicans","WELT.SP081735/B",172.7807659,-41.2020164,"eflora","Arthur Range, Graham Valley Road c. 3 km. southeast of Flora Saddle carpark.",NA,396.437439,0,1,1,7
"Veronica albicans","WELT.SP081735/C",172.7807659,-41.2020164,"eflora","Arthur Range, Graham Valley Road c. 3 km. southeast of Flora Saddle carpark.",NA,396.437439,0,1,1,7
"Veronica albicans","WELT.SP081736/A",172.7807659,-41.2020164,"eflora","Arthur Range, Graham Valley Road c. 3 km. southeast of Flora Saddle carpark.",NA,396.437439,0,1,1,7
"Veronica albicans","WELT.SP081736/B",172.7807659,-41.2020164,"eflora","Arthur Range, Graham Valley Road c. 3 km. southeast of Flora Saddle carpark.",NA,396.437439,0,1,1,7
"Veronica albicans","WELT.SP081736/C",172.7807659,-41.2020164,"eflora","Arthur Range, Graham Valley Road c. 3 km. southeast of Flora Saddle carpark.",NA,396.437439,0,1,1,7
"Veronica albicans","WELT.SP081736/D",172.7807659,-41.2020164,"eflora","Arthur Range, Graham Valley Road c. 3 km. southeast of Flora Saddle carpark.",NA,396.437439,0,1,1,7
"Veronica albicans","CHR24222",172.6842,-41.21079,"eflora","Mt Arthur, Nelson",NA,1455.704712,0,1,1,5
"Veronica albicans","CHR270806",172.6842,-41.21079,"eflora","Northwest Nelson, Mt Arthur.",NA,1455.704712,0,1,1,5
"Veronica albicans","CHR28895",172.6842,-41.21079,"eflora","Northwest Nelson, Mt Arthur.",NA,1455.704712,0,1,1,5
"Veronica albicans","CHR331883",172.6842,-41.21079,"eflora","Northwest Nelson, Mt Arthur.",NA,1455.704712,0,1,1,5
"Veronica albicans","CHR389130",172.6842,-41.21079,"eflora","Northwest Nelson, Southern Arthur Range, Mt Baldy.",NA,1455.704712,0,1,1,5
"Veronica albicans","CHR 389130",172.684,-41.2108,"gbif",NA,NA,1455.704712,0,1,1,4
"Veronica albicans","CHR 270806",172.684,-41.2108,"gbif",NA,NA,1455.704712,0,1,1,4
"Veronica albicans","CHR 75672",172.696,-41.2108,"gbif",NA,NA,1370.392578,0,1,1,4
"Veronica albicans","CHR 28895",172.684,-41.2108,"gbif",NA,NA,1455.704712,0,1,1,4
"Veronica albicans","CHR 24222",172.684,-41.2108,"gbif",NA,NA,1455.704712,0,1,1,4
"Veronica albicans","CHR 331883",172.684,-41.2108,"gbif",NA,NA,1455.704712,0,1,1,4
"Veronica albicans","CHR 332316",172.684,-41.2108,"gbif",NA,NA,1455.704712,0,1,1,4
"Veronica albicans","CHR75672",172.6961,-41.21082,"eflora","Northwest Nelson, Tasman Range, Mt Arthur, summit ridge top.",NA,1370.392578,0,1,1,5
"Veronica albicans","WELT.SP010215",172.6833333,-41.21666667,"eflora","Arthur Range, Mt Arthur",NA,1740,0,1,1,8
"Veronica albicans","WELT.SP098526",172.6805414,-41.21798506,"eflora","N.W. Nelson, M'n't [Mt] Arthur.",NA,1783.976807,0,1,1,8
"Veronica albicans","WELT.SP017080",172.6817339,-41.21798842,"eflora","Arthur Range, Mt Arthur",NA,1784.49231,0,1,1,8
"Veronica albicans","WELT.SP079584",172.6817339,-41.21798842,"eflora","Arthur Range, Mt Arthur",NA,1784.49231,0,1,1,8
"Veronica albicans","CHR 358523",172.398,-41.2366,"gbif",NA,NA,1288.053955,0,1,1,4
"Veronica albicans","WELT.SP098531",172.3953668,-41.23663238,"eflora","NW Nelson, Garibaldi Ridge.",NA,1317.456177,0,1,1,8
"Veronica albicans","CHR358523",172.3978,-41.23664,"eflora","Northwest Nelson, Garibaldi Ridge.",NA,1289.21814,0,1,1,5
"Veronica albicans","CHR142641",172.7078,-41.24687,"eflora","Mount Arthur, N.W. Nelson",NA,902.7784424,0,1,1,5
"Veronica albicans","CHR 142641",172.708,-41.2469,"gbif",NA,NA,911.5094604,0,1,1,4
"Veronica albicans","AK8109",172.75,-41.25,"gbif",NA,NA,574.0617676,0,1,1,2
"Veronica albicans","CHR 393810",172.521,-41.2898,"gbif",NA,NA,1182.197388,0,1,1,4
"Veronica albicans","CHR393810",172.5208,-41.28981,"eflora","Mt Olive,  S.  Arthur Ra., NW Nelson",NA,1187.697754,0,1,1,5
"Veronica albicans","AK15416",172.641947,-41.29620575,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Arthur Ecological District, Mount Arthur",NA,669.4040527,0,1,1,8
"Veronica albicans","AK8112",172.641947,-41.29620575,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Arthur Ecological District, Mt. Arthur",NA,669.4040527,0,1,1,8
"Veronica albicans","AK8113",172.641947,-41.29620575,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Arthur Ecological District, Mt. Arthur",NA,669.4040527,0,1,1,8
"Veronica albicans","CHR 469356",172.6,-41.3006,"gbif",NA,NA,1467.894653,0,1,1,4
"Veronica albicans","WELT.SP010213",172.7325297,-41.33337445,"eflora","Arthur Range, head of Baton River",NA,283.0780334,0,1,1,8
"Veronica albicans","WELT.SP083365",173.326308,-41.34045557,"eflora","Bryant Range, Roding River",NA,446.9557495,0,1,1,8
"Veronica albicans","CHR180084",173.3463,-41.34127,"eflora","Wooded Peak, Dun Mountain, Nelson",NA,910.645813,0,1,1,5
"Veronica albicans","CHR 180084",173.346,-41.3413,"gbif",NA,NA,910.645813,0,1,1,4
"Veronica albicans","CHR 389119",172.588,-41.3545,"gbif",NA,NA,1226.14856,0,1,1,4
"Veronica albicans","CHR389119",172.5878,-41.35455,"eflora","Northwest Nelson, Southern Arthur Range, Mt Sodom.",NA,1234.214478,0,1,1,5
"Veronica albicans","CHR 389074",172.512,-41.4134,"gbif",NA,NA,1330.646362,0,1,1,4
"Veronica albicans","9889700",172.506123,-41.414226,"gbif",NA,NA,1211.884033,0,1,1,6
"Veronica albicans","CHR389075",172.5157,-41.41729,"eflora","Northwest Nelson, Southern Arthur Range, Mt Patriarch.",NA,1073.610352,0,1,1,5
"Veronica albicans","CHR 389075",172.516,-41.4173,"gbif",NA,NA,1054.497192,0,1,1,4
"Veronica albicans","CHR 132087",172.623,-41.4447,"gbif",NA,NA,1053.000488,0,1,1,4
"Veronica albicans","CHR132087",172.6232,-41.44471,"eflora"," Wangapeka Valley, (Devils Thumb).",NA,1100,0,1,1,5
"Veronica albicans","WELT.SP098534",172.6231642,-41.44471182,"eflora","Wangapeka, Devil's [Devils] Thumb.",NA,1100,0,1,1,8
"Veronica albicans","CHR 393716",172.568,-41.5034,"gbif",NA,NA,1320,0,1,1,4
"Veronica albicans","CHR393716",172.5679,-41.50344,"eflora","Blue Ck, Owen Ra, .NW Nelson",NA,1320,0,1,1,5
"Veronica albicans","WELT.SP084391",172.5665003,-41.50663516,"eflora","Kahurangi National Park, above Blue Creek",NA,1169.57019,0,1,1,8
"Veronica albicans",NA,172.5513,-41.5229,"gbif",NA,NA,1327.036743,0,1,1,4
"Veronica albicans",NA,172.5535,-41.5246,"gbif",NA,NA,1265.023438,0,1,1,4
"Veronica albicans","CHR 393772",172.515,-41.5253,"gbif",NA,NA,1163.87439,0,1,1,4
"Veronica albicans","CHR393772",172.5148,-41.52533,"eflora","Northwest Nelson, Turks Head Range, Fyfe River.",NA,1147.830078,0,1,1,5
"Veronica albicans","CHR 393691",172.579,-41.528,"gbif",NA,NA,1182.164429,0,1,1,3
"Veronica albicans","CHR393691",172.5793,-41.52803,"eflora","NE of Mt Bell, Owen Ra., NW Nelson",NA,1192.456665,0,1,1,5
"Veronica albicans",NA,172.5056,-41.5431,"gbif",NA,NA,1260,0,1,1,4
"Veronica albicans","CHR301012",172.5414,-41.55719,"eflora","Mt Owen, Nelson",NA,1451.370483,0,1,1,5
"Veronica albicans","CHR301013",172.5414,-41.55719,"eflora","Mt Owen.",NA,1451.370483,0,1,1,5
"Veronica albicans","CHR 301012",172.541,-41.5572,"gbif",NA,NA,1459.294067,0,1,1,4
"Veronica albicans","CHR 301013",172.541,-41.5572,"gbif",NA,NA,1459.294067,0,1,1,4
"Veronica albicans","WELT.SP079586",172.05,-41.58333333,"eflora","Glasgow Range, Mt Glasgow",NA,956.6600342,0,1,1,8
"Veronica albicans","CHR 132086 B",173.222,-41.6072,"gbif",NA,NA,1456.616455,0,1,1,4
"Veronica albicans","CHR132086B",173.222,-41.60723,"eflora","Nelson, Mt Patriarch",NA,1456.616455,0,1,1,5
"Veronica albicans","CHR 132086 A",173.212,-41.615,"gbif",NA,NA,1349.991821,0,1,1,3
"Veronica albicans","CHR132086A",173.2115,-41.61503,"eflora","Mt Pat [Mt Patriarch.]",NA,1380,0,1,1,5
"Veronica albicans","5072660",172.2564,-41.6628,"lucas",NA,"BH106",853.1168213,0,1,1,4
"Veronica albicans","5072661",172.2564,-41.6628,"lucas",NA,"BH106",853.1168213,0,1,1,4
"Veronica albicans","CHR117475",172.837493,-41.802399,"eflora","Lake Rotoiti.",NA,652.2553101,0,1,1,6
"Veronica albicans","WELT.SP084593",172.6372954,-42.10653351,"eflora","[Spenser Mountains, Franklin Ridge, Mount Franklin]",NA,1866.863647,0,1,1,8
"Veronica amplexicaulis","CHR331886",171.3642,-43.6197,"eflora","Mt Somers",NA,1520,1,1,0,4
"Veronica amplexicaulis","CHR331891",171.3642,-43.6197,"eflora","Mt Somers",NA,1520,1,1,0,4
"Veronica amplexicaulis","CHR 331891",171.364,-43.6197,"gbif",NA,NA,1515.9021,1,1,0,4
"Veronica amplexicaulis","CHR 331886",171.364,-43.6197,"gbif",NA,NA,1515.9021,1,1,0,4
"Veronica amplexicaulis","CHR 331885",171.383,-43.6216,"gbif",NA,NA,1434.134644,1,1,0,4
"Veronica amplexicaulis","CHR331885",171.3829,-43.62161,"eflora","Mt Somers.",NA,1440.554932,1,1,0,5
"Veronica amplexicaulis","CHR 212975",171.319,-43.6295,"gbif",NA,NA,910.3737793,1,1,0,4
"Veronica amplexicaulis","CHR212975",171.3188,-43.62951,"eflora","Chapmans Ck., Mt Somers, on vehicle track above forest remnant.",NA,916.7930298,1,1,0,5
"Veronica amplexicaulis","CHR369095A",171.3324,-43.63529,"eflora"," Mt Somers",NA,897.9127197,1,1,0,5
"Veronica amplexicaulis","CHR369095B",171.3324,-43.63529,"eflora"," Mt Somers",NA,897.9127197,1,1,0,5
"Veronica amplexicaulis","CHR369095C",171.3324,-43.63529,"eflora"," Mt Somers",NA,897.9127197,1,1,0,5
"Veronica amplexicaulis","CHR 369095 C",171.332,-43.6353,"gbif",NA,NA,897.9127197,1,1,0,4
"Veronica amplexicaulis","CHR 369095 B",171.332,-43.6353,"gbif",NA,NA,897.9127197,1,1,0,4
"Veronica amplexicaulis","CHR 369095 A",171.332,-43.6353,"gbif",NA,NA,897.9127197,1,1,0,4
"Veronica amplexicaulis","WELT.SP016993",170.8998468,-43.64890726,"eflora","Upper Rangitata River.",NA,524.2700195,1,1,0,8
"Veronica amplexicaulis","WELT.SP016998",170.8998468,-43.64890726,"eflora","Upper Rangitata River",NA,524.2700195,1,1,0,8
"Veronica amplexicaulis","CHR331887",171.5116,-43.67436,"eflora","Woolshed Creek, Mt Somers",NA,333.3011475,1,1,0,5
"Veronica amplexicaulis","CHR 331887",171.512,-43.6744,"gbif",NA,NA,333.3011475,1,1,0,4
"Veronica amplexicaulis","983611",171.211026,-43.685879,"gbif",NA,NA,724.3527222,1,1,0,6
"Veronica amplexicaulis","CHR 549637",171.156,-43.7352,"gbif",NA,NA,418.2453613,1,1,0,4
"Veronica amplexicaulis","CHR 10805",171.156,-43.7352,"gbif",NA,NA,418.2453613,1,1,0,4
"Veronica amplexicaulis","CHR10805",171.1564,-43.73524,"eflora","Stream entering Rangitata  from south above gorge.",NA,418.3216248,1,1,0,5
"Veronica amplexicaulis","CHR549637",171.1564,-43.73524,"eflora","Eastern South Island, stream entering Rangitata  from south above gorge.",NA,418.3216248,1,1,0,5
"Veronica amplexicaulis","CHR 89156",171.169,-43.7354,"gbif",NA,NA,418.7863159,1,1,0,4
"Veronica amplexicaulis","CHR89156",171.1688,-43.73544,"eflora","Stream entering Rangitata R.  from S.  above gorge.",NA,418.914093,1,1,0,5
"Veronica amplexicaulis","CHR331890",171.1539,-43.73859,"eflora","Upper Rangitata, Canterbury",NA,418.4367065,1,1,0,5
"Veronica amplexicaulis","CHR 331890",171.154,-43.7386,"gbif",NA,NA,418.4367065,1,1,0,4
"Veronica amplexicaulis","AK107695",171.1334326,-43.74832772,"eflora","New Zealand, South Island, Canterbury, near stream entering Rangitata River, above Gorge .",NA,501.6848145,1,1,0,8
"Veronica amplexicaulis","AK8135",171.1334326,-43.74832772,"eflora","New Zealand, South Island, Canterbury, Upper Rangitata",NA,501.6848145,1,1,0,8
"Veronica amplexicaulis","CHR 386745",171.143,-43.771,"gbif",NA,NA,1151.622559,1,1,0,3
"Veronica amplexicaulis","CHR386745",171.1429,-43.77104,"eflora","South Canterbury, Mt Peel Range, Coal Hill.",NA,1153.839844,1,1,0,5
"Veronica amplexicaulis","AK107694",171.1356662,-43.80243151,"eflora","New Zealand, South Island, Pareora Ecological Region, Orari Ecological District, near Rangitata Gorge ?",NA,1211.330688,1,1,0,8
"Veronica amplexicaulis","AK107696",171.1356662,-43.80243151,"eflora","New Zealand, South Island, Pareora Ecological Region, Orari Ecological District, near Rangitata Gorge",NA,1211.330688,1,1,0,8
"Veronica amplexicaulis","AK107698",171.1356662,-43.80243151,"eflora","New Zealand, South Island, Pareora Ecological Region, Orari Ecological District, near Rangitata Gorge ?",NA,1211.330688,1,1,0,8
